name,sex,age,height,weight,team,noc,year,season,sport,medal
Frdric Cottier,M,34.0,178,72,France,FRA,1988,Summer,Equestrianism,Bronze
John Farrow Cotton,M,29.0,183,86,United States,USA,2000,Summer,Baseball,Gold
"William ""Billy"" Cottrill",M,23.0,167,59,Great Britain,GBR,1912,Summer,Athletics,Bronze
"William ""Billy"" Cottrill",M,23.0,167,59,Great Britain,GBR,1912,Summer,Athletics,Bronze
"Angela Denise Coughlan (-Arusoo, -Sharp)",F,16.0,168,59,Canada,CAN,1968,Summer,Swimming,Bronze
Natalie Anne Coughlin (-Hall),F,21.0,173,63,United States,USA,2004,Summer,Swimming,Bronze
Natalie Anne Coughlin (-Hall),F,21.0,173,63,United States,USA,2004,Summer,Swimming,Silver
Natalie Anne Coughlin (-Hall),F,21.0,173,63,United States,USA,2004,Summer,Swimming,Gold
Natalie Anne Coughlin (-Hall),F,21.0,173,63,United States,USA,2004,Summer,Swimming,Gold
Natalie Anne Coughlin (-Hall),F,21.0,173,63,United States,USA,2004,Summer,Swimming,Silver
Natalie Anne Coughlin (-Hall),F,25.0,173,63,United States,USA,2008,Summer,Swimming,Bronze
Natalie Anne Coughlin (-Hall),F,25.0,173,63,United States,USA,2008,Summer,Swimming,Silver
Natalie Anne Coughlin (-Hall),F,25.0,173,63,United States,USA,2008,Summer,Swimming,Bronze
Natalie Anne Coughlin (-Hall),F,25.0,173,63,United States,USA,2008,Summer,Swimming,Gold
Natalie Anne Coughlin (-Hall),F,25.0,173,63,United States,USA,2008,Summer,Swimming,Bronze
Natalie Anne Coughlin (-Hall),F,25.0,173,63,United States,USA,2008,Summer,Swimming,Silver
Natalie Anne Coughlin (-Hall),F,29.0,173,63,United States,USA,2012,Summer,Swimming,Bronze
"Melvin Grant ""Mel"" Counts",M,22.0,213,102,United States,USA,1964,Summer,Basketball,Gold
Charle Cournoyer,M,22.0,173,68,Canada,CAN,2014,Winter,Short Track Speed Skating,Bronze
Didier Courrges,M,44.0,171,65,France,FRA,2004,Summer,Equestrianism,Gold
"Jacques ""Jacky"" Courtillat",M,21.0,169,68,France,FRA,1964,Summer,Fencing,Bronze
"Thomas William ""Tom"" Courtney",M,23.0,188,81,United States,USA,1956,Summer,Athletics,Gold
"Thomas William ""Tom"" Courtney",M,23.0,188,81,United States,USA,1956,Summer,Athletics,Gold
DeMarcus Amir Cousins,M,25.0,210,122,United States,USA,2016,Summer,Basketball,Gold
Robin John Cousins,M,22.0,183,66,Great Britain,GBR,1980,Winter,Figure Skating,Gold
James Couttet,M,26.0,168,67,France,FRA,1948,Winter,Alpine Skiing,Silver
James Couttet,M,26.0,168,67,France,FRA,1948,Winter,Alpine Skiing,Bronze
Alicia Jayne Coutts,F,24.0,176,69,Australia,AUS,2012,Summer,Swimming,Gold
Alicia Jayne Coutts,F,24.0,176,69,Australia,AUS,2012,Summer,Swimming,Silver
Alicia Jayne Coutts,F,24.0,176,69,Australia,AUS,2012,Summer,Swimming,Bronze
Alicia Jayne Coutts,F,24.0,176,69,Australia,AUS,2012,Summer,Swimming,Silver
Alicia Jayne Coutts,F,24.0,176,69,Australia,AUS,2012,Summer,Swimming,Silver
Russell Coutts,M,22.0,179,85,New Zealand,NZL,1984,Summer,Sailing,Gold
Alberto Cova,M,25.0,176,58,Italy,ITA,1984,Summer,Athletics,Gold
Gheorghe Covaciu,M,27.0,188,86,Romania,ROU,1984,Summer,Handball,Bronze
Serghei Covaliov,M,23.0,172,75,Romania,ROU,1968,Summer,Canoeing,Gold
Serghei Covaliov,M,27.0,172,75,Romania,ROU,1972,Summer,Canoeing,Silver
Mihai Claudiu Covaliu,M,22.0,181,73,Romania,ROU,2000,Summer,Fencing,Gold
Mihai Claudiu Covaliu,M,30.0,181,73,Romania,ROU,2008,Summer,Fencing,Bronze
Mark Covell,M,32.0,201,130,Great Britain,GBR,2000,Summer,Sailing,Silver
Kirsty Leigh Coventry (-Seward),F,20.0,176,64,Zimbabwe,ZIM,2004,Summer,Swimming,Silver
Kirsty Leigh Coventry (-Seward),F,20.0,176,64,Zimbabwe,ZIM,2004,Summer,Swimming,Gold
Kirsty Leigh Coventry (-Seward),F,20.0,176,64,Zimbabwe,ZIM,2004,Summer,Swimming,Bronze
Kirsty Leigh Coventry (-Seward),F,24.0,176,64,Zimbabwe,ZIM,2008,Summer,Swimming,Silver
Kirsty Leigh Coventry (-Seward),F,24.0,176,64,Zimbabwe,ZIM,2008,Summer,Swimming,Gold
Kirsty Leigh Coventry (-Seward),F,24.0,176,64,Zimbabwe,ZIM,2008,Summer,Swimming,Silver
Kirsty Leigh Coventry (-Seward),F,24.0,176,64,Zimbabwe,ZIM,2008,Summer,Swimming,Silver
"Patrick ""Pat"" Cowdell",M,22.0,143,54,Great Britain,GBR,1976,Summer,Boxing,Bronze
"Donald John ""Don"" Cowie",M,30.0,184,103,New Zealand,NZL,1992,Summer,Sailing,Silver
"Gillian ""Gill"" Cowley",F,25.0,168,55,Zimbabwe,ZIM,1980,Summer,Hockey,Gold
Alison Cox,F,25.0,182,83,United States,USA,2004,Summer,Rowing,Silver
J'den Michael Tbory Cox,M,21.0,180,86,United States,USA,2016,Summer,Wrestling,Bronze
Lionel Cox,M,31.0,185,74,Belgium,BEL,2012,Summer,Shooting,Silver
Rohanee Cox,F,27.0,182,83,Australia,AUS,2008,Summer,Basketball,Silver
Stephanie Renee Cox (Lopez-),F,22.0,168,61,United States,USA,2008,Summer,Football,Gold
"Annemarie Josefina ""Anna"" Cox-Wood",F,22.0,171,64,Netherlands,NED,1988,Summer,Canoeing,Bronze
"Annemarie Josefina ""Anna"" Cox-Wood",F,29.0,171,64,Australia,AUS,1996,Summer,Canoeing,Bronze
John K. Coyle,M,25.0,183,77,United States,USA,1994,Winter,Short Track Speed Skating,Silver
Colleen Coyne,F,26.0,160,59,United States,USA,1998,Winter,Ice Hockey,Gold
Kendall Coyne,F,21.0,157,57,United States,USA,2014,Winter,Ice Hockey,Silver
Paolo Alfredo Cozzi,M,24.0,200,86,Italy,ITA,2004,Summer,Volleyball,Silver
Ren Crabos,M,21.0,167,68,France,FRA,1920,Summer,Rugby,Silver
James Edward Cracknell,M,28.0,192,100,Great Britain,GBR,2000,Summer,Rowing,Gold
James Edward Cracknell,M,32.0,192,100,Great Britain,GBR,2004,Summer,Rowing,Gold
Brian John Crago,M,34.0,171,67,Australia,AUS,1960,Summer,Equestrianism,Gold
"Marion Elizabeth ""Betty"" Craig (-Eaton)",F,26.0,170,61,Canada,CAN,1984,Summer,Rowing,Silver
"William Norval ""Bill"" Craig",M,19.0,180,77,United States,USA,1964,Summer,Swimming,Gold
"James Downey ""Jim"" Craig",M,22.0,185,86,United States,USA,1980,Winter,Ice Hockey,Gold
"Kameryn Louise ""Kami"" Craig",F,21.0,181,88,United States,USA,2008,Summer,Water Polo,Silver
"Kameryn Louise ""Kami"" Craig",F,25.0,181,88,United States,USA,2012,Summer,Water Polo,Gold
"Kameryn Louise ""Kami"" Craig",F,29.0,181,88,United States,USA,2016,Summer,Water Polo,Gold
Ralph Cook Craig,M,22.0,182,73,United States,USA,1912,Summer,Athletics,Gold
Ralph Cook Craig,M,22.0,182,73,United States,USA,1912,Summer,Athletics,Gold
"Stephen ""Steve"" Cram",M,23.0,186,69,Great Britain,GBR,1984,Summer,Athletics,Silver
George Kelly Cramne (-Scott),M,21.0,172,60,Sweden,SWE,1988,Summer,Boxing,Silver
Toller Shalitoe Montague Cranston,M,26.0,172,68,Canada,CAN,1976,Winter,Figure Skating,Bronze
Sal Craviotto Rivero,M,23.0,192,98,Spain,ESP,2008,Summer,Canoeing,Gold
Sal Craviotto Rivero,M,27.0,192,98,Spain,ESP,2012,Summer,Canoeing,Silver
Sal Craviotto Rivero,M,31.0,192,98,Spain,ESP,2016,Summer,Canoeing,Bronze
Sal Craviotto Rivero,M,31.0,192,98,Spain,ESP,2016,Summer,Canoeing,Gold
Chandra Crawford,F,22.0,175,68,Canada,CAN,2006,Winter,Cross Country Skiing,Gold
Dean Crawford,M,26.0,187,92,Canada,CAN,1984,Summer,Rowing,Gold
Hasely Joachim Crawford,M,25.0,187,90,Trinidad and Tobago,TTO,1976,Summer,Athletics,Gold
Shannon Crawford,F,28.0,173,74,Canada,CAN,1992,Summer,Rowing,Gold
Shawn Crawford,M,26.0,181,86,United States,USA,2004,Summer,Athletics,Gold
Shawn Crawford,M,26.0,181,86,United States,USA,2004,Summer,Athletics,Silver
Shawn Crawford,M,30.0,181,86,United States,USA,2008,Summer,Athletics,Silver
Yunaika Crawford Rogert,F,21.0,164,78,Cuba,CUB,2004,Summer,Athletics,Bronze
David William Crawshay,M,28.0,191,89,Australia,AUS,2008,Summer,Rowing,Gold
Mark James Crear,M,27.0,186,79,United States,USA,1996,Summer,Athletics,Silver
Mark James Crear,M,31.0,186,79,United States,USA,2000,Summer,Athletics,Bronze
Margalida Cresp Jaume,F,21.0,170,55,Spain,ESP,2012,Summer,Synchronized Swimming,Bronze
Hernn Jorge Crespo,M,21.0,184,80,Argentina,ARG,1996,Summer,Football,Silver
Jean-Luc Crtier,M,31.0,185,93,France,FRA,1998,Winter,Alpine Skiing,Gold
"Christopher ""Chris"" Creveling",M,27.0,178,70,United States,USA,2014,Winter,Short Track Speed Skating,Silver
Ji Crha,M,25.0,181,76,Czechoslovakia,TCH,1976,Winter,Ice Hockey,Silver
Sebastian Eduardo Crismanich,M,25.0,183,79,Argentina,ARG,2012,Summer,Taekwondo,Gold
Ernesto Rubn Cristaldo Santa Cruz,M,20.0,180,75,Paraguay,PAR,2004,Summer,Football,Silver
Cristiane Rozeira de Souza Silva,F,19.0,176,69,Brazil,BRA,2004,Summer,Football,Silver
Cristiane Rozeira de Souza Silva,F,23.0,176,69,Brazil,BRA,2008,Summer,Football,Silver
Pierpaolo Cristofori,M,28.0,180,72,Italy,ITA,1984,Summer,Modern Pentathlon,Gold
Ian Lowell Crocker,M,18.0,193,86,United States,USA,2000,Summer,Swimming,Gold
Ian Lowell Crocker,M,21.0,193,86,United States,USA,2004,Summer,Swimming,Bronze
Ian Lowell Crocker,M,21.0,193,86,United States,USA,2004,Summer,Swimming,Silver
Ian Lowell Crocker,M,21.0,193,86,United States,USA,2004,Summer,Swimming,Gold
Ian Lowell Crocker,M,25.0,193,86,United States,USA,2008,Summer,Swimming,Gold
Rita Louise Crockett (-Buck),F,26.0,174,64,United States,USA,1984,Summer,Volleyball,Silver
June Alexandra Croft,F,17.0,170,60,Great Britain,GBR,1980,Summer,Swimming,Silver
June Alexandra Croft,F,21.0,170,60,Great Britain,GBR,1984,Summer,Swimming,Bronze
Dirk Crois,M,23.0,184,87,Belgium,BEL,1984,Summer,Rowing,Silver
Robin Croker,M,22.0,174,64,Great Britain,GBR,1976,Summer,Cycling,Bronze
Norma Wilson Croker-Fleming,F,22.0,173,61,Australia,AUS,1956,Summer,Athletics,Gold
"Seymour Legrand ""Sy"" Cromwell, II",M,30.0,193,89,United States,USA,1964,Summer,Rowing,Silver
Philipp Crone,M,27.0,173,82,Germany,GER,2004,Summer,Hockey,Bronze
Kylie Cronk,F,24.0,169,58,Australia,AUS,2008,Summer,Softball,Bronze
"Edward ""Eddie"" Crook, Jr.",M,31.0,172,74,United States,USA,1960,Summer,Boxing,Gold
Charmaine A. Crooks (-Thorsen),F,21.0,175,58,Canada,CAN,1984,Summer,Athletics,Silver
"Timothy John ""Tim"" Crooks",M,27.0,186,89,Great Britain,GBR,1976,Summer,Rowing,Silver
"Andrew ""Andy"" Crosby",M,26.0,198,90,Canada,CAN,1992,Summer,Rowing,Gold
Sidney Patrick Crosby,M,22.0,180,90,Canada,CAN,2010,Winter,Ice Hockey,Gold
Sidney Patrick Crosby,M,26.0,180,90,Canada,CAN,2014,Winter,Ice Hockey,Gold
Emily Ruth Cross,F,21.0,165,57,United States,USA,2008,Summer,Fencing,Silver
Kendall Duane Cross,M,28.0,170,57,United States,USA,1996,Summer,Wrestling,Gold
Martin Patrick Cross,M,23.0,187,89,Great Britain,GBR,1980,Summer,Rowing,Bronze
Martin Patrick Cross,M,27.0,187,89,Great Britain,GBR,1984,Summer,Rowing,Gold
"Samuel Thomas ""Sam"" Cross",M,23.0,191,103,Great Britain,GBR,2016,Summer,Rugby Sevens,Silver
Tara Lavell Cross-Battle,F,23.0,182,76,United States,USA,1992,Summer,Volleyball,Bronze
Mervyn Richard Crossman,M,29.0,175,84,Australia,AUS,1964,Summer,Hockey,Bronze
Daniele Crosta,M,30.0,180,70,Italy,ITA,2000,Summer,Fencing,Bronze
Giancarlo Crosta,M,26.0,182,86,Italy,ITA,1960,Summer,Rowing,Silver
"William Frederick ""Bill"" Crothers",M,23.0,183,71,Canada,CAN,1964,Summer,Athletics,Silver
Will Crothers,M,25.0,195,95,Canada,CAN,2012,Summer,Rowing,Silver
Ryan Crouser,M,23.0,201,125,United States,USA,2016,Summer,Athletics,Gold
"Tamara ""Tammy"" Crow (-DeClercq)",F,27.0,160,48,United States,USA,2004,Summer,Synchronized Swimming,Bronze
"Kimberley ""Kim"" Crow-Brennan",F,26.0,188,74,Australia,AUS,2012,Summer,Rowing,Bronze
"Kimberley ""Kim"" Crow-Brennan",F,26.0,188,74,Australia,AUS,2012,Summer,Rowing,Silver
"Kimberley ""Kim"" Crow-Brennan",F,30.0,188,74,Australia,AUS,2016,Summer,Rowing,Gold
Jrgen Croy,M,25.0,186,85,East Germany,GDR,1972,Summer,Football,Bronze
Jrgen Croy,M,29.0,186,85,East Germany,GDR,1976,Summer,Football,Gold
Maurits Bourgon Crucq,M,20.0,187,79,Netherlands,NED,1988,Summer,Hockey,Bronze
Maurits Bourgon Crucq,M,28.0,187,79,Netherlands,NED,1996,Summer,Hockey,Gold
Carolyn Crudgington,F,27.0,168,67,Australia,AUS,1996,Summer,Softball,Bronze
Robert Gordon Cruickshank,M,29.0,190,108,Great Britain,GBR,1992,Summer,Sailing,Bronze
Andr Alves da Cruz,M,19.0,172,70,Brazil,BRA,1988,Summer,Football,Silver
Anna Cruz Lebrato,F,29.0,176,60,Spain,ESP,2016,Summer,Basketball,Silver
Eglis Yaima Cruz Farfn,F,28.0,159,63,Cuba,CUB,2008,Summer,Shooting,Bronze
Joaquim Carvalho Cruz,M,21.0,187,74,Brazil,BRA,1984,Summer,Athletics,Gold
Joaquim Carvalho Cruz,M,25.0,187,74,Brazil,BRA,1988,Summer,Athletics,Silver
Mlton Cruz,M,26.0,178,67,Brazil,BRA,1984,Summer,Football,Silver
Aleksandra Crvendaki,F,20.0,187,76,Serbia,SRB,2016,Summer,Basketball,Bronze
Ibolya Csk (-Kdr),F,21.0,166,58,Hungary,HUN,1936,Summer,Athletics,Gold
Jzsef Csk,M,25.0,168,66,Hungary,HUN,1992,Summer,Judo,Silver
Gyrgy Csnyi,M,30.0,177,68,Hungary,HUN,1952,Summer,Athletics,Bronze
Gbor Csap,M,25.0,198,103,Hungary,HUN,1976,Summer,Water Polo,Gold
Gbor Csap,M,29.0,198,103,Hungary,HUN,1980,Summer,Water Polo,Bronze
Gza Csap,M,21.0,183,82,Hungary,HUN,1972,Summer,Canoeing,Bronze
Gza Csap,M,25.0,183,82,Hungary,HUN,1976,Summer,Canoeing,Silver
Gnther Csar,M,21.0,180,72,Austria,AUT,1988,Winter,Nordic Combined,Bronze
Mnika Csszr,F,17.0,166,55,Hungary,HUN,1972,Summer,Gymnastics,Bronze
Jzsef Csatri,M,24.0,185,100,Hungary,HUN,1968,Summer,Wrestling,Bronze
Jzsef Csatri,M,28.0,185,100,Hungary,HUN,1972,Summer,Wrestling,Bronze
"Lszl Cseh, Jr.",M,18.0,188,83,Hungary,HUN,2004,Summer,Swimming,Bronze
"Lszl Cseh, Jr.",M,22.0,188,83,Hungary,HUN,2008,Summer,Swimming,Silver
"Lszl Cseh, Jr.",M,22.0,188,83,Hungary,HUN,2008,Summer,Swimming,Silver
"Lszl Cseh, Jr.",M,22.0,188,83,Hungary,HUN,2008,Summer,Swimming,Silver
"Lszl Cseh, Jr.",M,26.0,188,83,Hungary,HUN,2012,Summer,Swimming,Bronze
"Lszl Cseh, Jr.",M,30.0,188,83,Hungary,HUN,2016,Summer,Swimming,Silver
Jzsef Csermk,M,20.0,170,89,Hungary,HUN,1952,Summer,Athletics,Gold
Jzsef Csermely,M,23.0,186,86,Hungary,HUN,1968,Summer,Rowing,Silver
Tibor Csernai,M,25.0,175,70,Hungary,HUN,1964,Summer,Football,Gold
va Csernoviczki,F,25.0,160,51,Hungary,HUN,2012,Summer,Judo,Bronze
Tibor Cservenyk,M,24.0,185,91,Hungary,HUN,1972,Summer,Water Polo,Silver
Tibor Cservenyk,M,27.0,185,91,Hungary,HUN,1976,Summer,Water Polo,Gold
Douglas Csima,M,26.0,191,100,Canada,CAN,2012,Summer,Rowing,Silver
Ferenc Csipes,M,23.0,183,90,Hungary,HUN,1988,Summer,Canoeing,Bronze
Ferenc Csipes,M,23.0,183,90,Hungary,HUN,1988,Summer,Canoeing,Gold
Ferenc Csipes,M,27.0,183,90,Hungary,HUN,1992,Summer,Canoeing,Silver
Ferenc Csipes,M,31.0,183,90,Hungary,HUN,1996,Summer,Canoeing,Silver
Tamara Csipes,F,26.0,176,78,Hungary,HUN,2016,Summer,Canoeing,Gold
Istvn Csizmadia,M,23.0,183,81,Hungary,HUN,1968,Summer,Canoeing,Bronze
Szilveszter Csollny,M,26.0,168,64,Hungary,HUN,1996,Summer,Gymnastics,Silver
Szilveszter Csollny,M,30.0,168,64,Hungary,HUN,2000,Summer,Gymnastics,Gold
Lszl Csongrdi,M,29.0,177,78,Hungary,HUN,1988,Summer,Fencing,Gold
Imre Attila Cssz,M,23.0,197,125,Hungary,HUN,1992,Summer,Judo,Bronze
"Robert Jan ""Bob"" Ctvrtlik",M,25.0,193,89,United States,USA,1988,Summer,Volleyball,Gold
"Robert Jan ""Bob"" Ctvrtlik",M,29.0,193,89,United States,USA,1992,Summer,Volleyball,Bronze
Vernica Mara Cuadrado Dehesa,F,33.0,184,73,Spain,ESP,2012,Summer,Handball,Bronze
Patrick Cubaynes,M,24.0,175,72,France,FRA,1984,Summer,Football,Gold
Didier Cuche,M,23.0,174,89,Switzerland,SUI,1998,Winter,Alpine Skiing,Silver
Simion Cuciuc,M,23.0,177,82,Romania,ROU,1964,Summer,Canoeing,Bronze
Milan uda,M,25.0,185,86,Czechoslovakia,TCH,1964,Summer,Volleyball,Silver
"Timothy John ""Tim"" Cuddihy",M,17.0,184,84,Australia,AUS,2004,Summer,Archery,Bronze
Alenka Cuderman,F,23.0,166,59,Yugoslavia,YUG,1984,Summer,Handball,Gold
Jean-Yves Cuendet,M,23.0,175,67,Switzerland,SUI,1994,Winter,Nordic Combined,Bronze
Edgar Henri Cuepper,M,27.0,183,72,Belgium,BEL,1976,Summer,Equestrianism,Bronze
Nikita Cuffe,F,28.0,179,73,Australia,AUS,2008,Summer,Water Polo,Bronze
Frank Josef Cuhel,M,23.0,178,73,United States,USA,1928,Summer,Athletics,Silver
Cui Yongmei,F,19.0,181,71,China,CHN,1988,Summer,Volleyball,Bronze
Cui Yongmei,F,27.0,181,71,China,CHN,1996,Summer,Volleyball,Silver
Milo uk,M,25.0,191,91,Serbia,SRB,2016,Summer,Water Polo,Gold
"Joshua ""Josh"" Culbreath",M,24.0,170,62,United States,USA,1956,Summer,Athletics,Bronze
Kreimir uljak,M,29.0,195,93,Croatia,CRO,2000,Summer,Rowing,Bronze
Chay Crista Kerio Cullen,F,26.0,182,74,Great Britain,GBR,2012,Summer,Hockey,Bronze
Chay Crista Kerio Cullen,F,30.0,182,74,Great Britain,GBR,2016,Summer,Hockey,Gold
Bernd Cullmann,M,20.0,180,71,Germany,GER,1960,Summer,Athletics,Gold
Yumileidi Cumb Jay,F,29.0,183,104,Cuba,CUB,2004,Summer,Athletics,Gold
Juan Carlos Cuminetti,M,21.0,199,86,Argentina,ARG,1988,Summer,Volleyball,Bronze
Jeremy Michael Cummings,M,31.0,188,93,United States,USA,2008,Summer,Baseball,Bronze
"Stephen Phillip ""Steve"" Cummings",M,23.0,190,75,Great Britain,GBR,2004,Summer,Cycling,Silver
Rsul unayev,M,25.0,171,66,Azerbaijan,AZE,2016,Summer,Wrestling,Bronze
John Bruce Cuneo,M,44.0,168,66,Australia,AUS,1972,Summer,Sailing,Gold
Glenn Vernice Cunningham,M,26.0,178,70,United States,USA,1936,Summer,Athletics,Silver
Sandro Cuomo,M,21.0,185,80,Italy,ITA,1984,Summer,Fencing,Bronze
Sandro Cuomo,M,33.0,185,80,Italy,ITA,1996,Summer,Fencing,Gold
Ivan upi,M,26.0,178,78,Croatia,CRO,2012,Summer,Handball,Bronze
Ben Cureton,M,23.0,184,70,Australia,AUS,2004,Summer,Rowing,Silver
Sylvain Georges Michel Curinier,M,23.0,180,67,France,FRA,1992,Summer,Canoeing,Silver
Mario Curletto,M,24.0,175,62,Italy,ITA,1960,Summer,Fencing,Silver
"Michael Vincent ""Mike"" Curran",M,27.0,175,78,United States,USA,1972,Winter,Ice Hockey,Silver
Denise Marie Curry,F,24.0,185,74,United States,USA,1984,Summer,Basketball,Gold
John Anthony Curry,M,26.0,180,67,Great Britain,GBR,1976,Winter,Figure Skating,Gold
Nina Curtis,F,24.0,167,68,Australia,AUS,2012,Summer,Sailing,Silver
"Thomas Pelham ""Tom"" Curtis",M,23.0,176,66,United States,USA,1896,Summer,Athletics,Gold
Juan Esteban Curuchet,M,43.0,175,65,Argentina,ARG,2008,Summer,Cycling,Gold
Robert Stephen Cusack,M,17.0,171,70,Australia,AUS,1968,Summer,Swimming,Bronze
"Clifton Emmett ""Cliff"" Cushman",M,22.0,188,72,United States,USA,1960,Summer,Athletics,Silver
"Elizabeth Alyse ""Betty"" Cuthbert",F,18.0,169,57,Australia,AUS,1956,Summer,Athletics,Gold
"Elizabeth Alyse ""Betty"" Cuthbert",F,18.0,169,57,Australia,AUS,1956,Summer,Athletics,Gold
"Elizabeth Alyse ""Betty"" Cuthbert",F,18.0,169,57,Australia,AUS,1956,Summer,Athletics,Gold
"Elizabeth Alyse ""Betty"" Cuthbert",F,26.0,169,57,Australia,AUS,1964,Summer,Athletics,Gold
Juliet Jean Cuthbert,F,28.0,160,54,Jamaica,JAM,1992,Summer,Athletics,Silver
Juliet Jean Cuthbert,F,28.0,160,54,Jamaica,JAM,1992,Summer,Athletics,Silver
Juliet Jean Cuthbert,F,32.0,160,54,Jamaica,JAM,1996,Summer,Athletics,Bronze
Laura Cutina,F,15.0,143,36,Romania,ROU,1984,Summer,Gymnastics,Gold
John Edwin Cutler,M,26.0,185,89,New Zealand,NZL,1988,Summer,Sailing,Bronze
Calistrat Cuov,M,20.0,175,64,Romania,ROU,1968,Summer,Boxing,Bronze
Simion Cuov,M,24.0,175,60,Romania,ROU,1976,Summer,Boxing,Silver
Angela Cutrone,F,23.0,163,60,Canada,CAN,1992,Winter,Short Track Speed Skating,Gold
Zoran utura,M,26.0,202,97,Yugoslavia,YUG,1988,Summer,Basketball,Silver
Borislav Cvetkovi,M,21.0,178,68,Yugoslavia,YUG,1984,Summer,Football,Bronze
Vladimir Cvetkovi,M,27.0,196,92,Yugoslavia,YUG,1968,Summer,Basketball,Silver
udovt Cvetler,M,26.0,171,69,Czechoslovakia,TCH,1964,Summer,Football,Silver
Danko Cvjetianin,M,24.0,199,90,Yugoslavia,YUG,1988,Summer,Basketball,Silver
Danko Cvjetianin,M,28.0,199,90,Croatia,CRO,1992,Summer,Basketball,Silver
"Stanley Francis ""Stan"" Cwiklinski",M,21.0,189,86,United States,USA,1964,Summer,Rowing,Gold
Krystyna Czajkowska-Rawska,F,28.0,172,63,Poland,POL,1964,Summer,Volleyball,Bronze
Krystyna Czajkowska-Rawska,F,32.0,172,63,Poland,POL,1968,Summer,Volleyball,Bronze
Kazimierz Czarnecki,M,28.0,165,67,Poland,POL,1976,Summer,Weightlifting,Bronze
Barbara Czekalla,F,28.0,173,67,East Germany,GDR,1980,Summer,Volleyball,Silver
Kurt Czekalla,M,38.0,182,89,East Germany,GDR,1968,Summer,Shooting,Bronze
Attila Czene,M,18.0,185,76,Hungary,HUN,1992,Summer,Swimming,Bronze
Attila Czene,M,22.0,185,76,Hungary,HUN,1996,Summer,Swimming,Gold
Natalia Barbara Czerwonka,F,25.0,177,70,Poland,POL,2014,Winter,Speed Skating,Silver
Kinga Czigny,F,20.0,173,64,Hungary,HUN,1992,Summer,Canoeing,Gold
Grzegorz Cziura,M,24.0,157,56,Poland,POL,1976,Summer,Weightlifting,Silver
Agnieszka Ewa Czopek (-Sadowska),F,16.0,172,63,Poland,POL,1980,Summer,Swimming,Bronze
Harald Czudaj,M,30.0,180,90,Germany-2,GER,1994,Winter,Bobsleigh,Gold
Maciej Tomasz Czyowicz,M,30.0,176,72,Poland,POL,1992,Summer,Modern Pentathlon,Gold
Andrs Nicols D'Alessandro,M,23.0,170,70,Argentina,ARG,2004,Summer,Football,Gold
Michal D'Almeida,M,24.0,176,80,France,FRA,2012,Summer,Cycling,Silver
Michal D'Almeida,M,28.0,176,80,France,FRA,2016,Summer,Cycling,Bronze
Giuseppe D'Altrui,M,26.0,185,82,Italy,ITA,1960,Summer,Water Polo,Gold
Marco D'Altrui,M,28.0,180,72,Italy,ITA,1992,Summer,Water Polo,Gold
"Vincenzo ""Enzo"" D'Angelo",M,25.0,186,95,Italy,ITA,1976,Summer,Water Polo,Silver
Sabrina D'Angelo,F,23.0,173,71,Canada,CAN,2016,Summer,Football,Bronze
Francesco D'Aniello,M,39.0,170,80,Italy,ITA,2008,Summer,Shooting,Silver
"Victor Henry Augustus ""Vic"" d'Arcy",M,24.0,172,63,Great Britain,GBR,1912,Summer,Athletics,Gold
Jos Telles da Conceio,M,21.0,186,74,Brazil,BRA,1952,Summer,Athletics,Bronze
Adhemar Ferreira da Silva,M,24.0,178,69,Brazil,BRA,1952,Summer,Athletics,Gold
Adhemar Ferreira da Silva,M,29.0,178,69,Brazil,BRA,1956,Summer,Athletics,Gold
Andr Domingos da Silva,M,23.0,187,78,Brazil,BRA,1996,Summer,Athletics,Bronze
Andr Domingos da Silva,M,27.0,187,78,Brazil,BRA,2000,Summer,Athletics,Silver
Arnaldo de Oliveira da Silva,M,32.0,174,71,Brazil,BRA,1996,Summer,Athletics,Bronze
Claudinei Quirino da Silva,M,29.0,186,88,Brazil,BRA,2000,Summer,Athletics,Silver
Mayra Aguiar da Silva,F,20.0,177,78,Brazil,BRA,2012,Summer,Judo,Bronze
Mayra Aguiar da Silva,F,25.0,177,78,Brazil,BRA,2016,Summer,Judo,Bronze
